1 net profit / total assets,2 total liabilities / total assets,6 retained earnings / total assets,5 [(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,8 book value of equity / total liabilities,9 sales / total assets,10 equity / total assets,12 gross profit / short-term liabilities,13 (gross profit + depreciation) / sales,16 (gross profit + depreciation) / total liabilities,17 total assets / total liabilities,19 gross profit / sales,21 sales (n) / sales (n-1),23 net profit / sales,24 gross profit (in 3 years) / total assets,25 (equity - share capital) / total assets,26 (net profit + depreciation) / total liabilities,27 profit on operating activities / financial expenses,29 logarithm of total assets,34 operating expenses / total liabilities,38 constant capital / total assets,46 (current assets - inventory) / short-term liabilities,51 short-term liabilities / total assets,55 working capital,64 sales / fixed assets,65 Bankrupt
0.13925,0.30717,0.0,11.613,2.2556,2.2174,0.69283,1.7096,0.11402,0.8231,3.2556,0.090778,0.0,0.062798,0.20129,0.69283,0.62111,6.6035,4.3008,6.2084,0.88077,1.7685,0.11774,2865.4,3.001,0
-0.042115,1.0128,-0.042115,-3260.3,-0.012653,0.20803,-0.012815,-0.073975,-3.5439,-0.034482,0.98735,-4.2736,0.0,-4.2736,-0.042115,-0.012815,-0.034482,-8.0981,3.6609,-0.037877,0.43068,0.36119,0.56931,-1618.4,0.01257,0
0.03869,0.44218,-0.03762,-204.29,1.2615,0.63638,0.55782,0.10326,0.16253,0.23391,2.2615,0.066908,0.0,0.060796,0.042579,0.001152,0.22511,11.242,4.565,1.3683,0.58394,0.25164,0.41235,-8160.1,0.78584,0
0.046543,0.32317,0.38747,11.599,1.3617,1.022,0.44004,0.19222,0.044422,0.24626,3.0944,0.033959,0.82084,0.02598,0.48041,0.44004,0.20203,0.29949,4.6462,0.16245,0.44671,1.5529,0.3165,21856.0,9.4348,0
0.19154,0.73227,0.0,-24.311,0.36562,2.3284,0.26773,0.26205,0.088667,0.28194,1.3656,0.082261,0.95077,0.082261,0.38622,0.26685,0.28194,20.267,3.9279,2.8976,0.26909,0.80722,0.73091,1854.3,46.406,0
0.15209,0.7463,0.0,-11.427,0.33995,3.7161,0.2537,0.23896,0.055369,0.2757,1.3399,0.047773,1.1224,0.040928,0.03273,0.1908,0.24162,10.31,3.8487,4.7205,0.25707,0.85069,0.74293,1015.1,32.81,0
0.26272,0.28993,0.0,102.19,2.4491,1.7884,0.71007,1.168,0.19028,1.1737,3.4491,0.18154,1.4149,0.1469,0.53703,0.59547,0.96002,423.3,4.5692,5.0728,0.71935,2.5084,0.27797,25188.0,41.742,0
0.067966,0.73522,0.0,-35.967,0.36014,3.0997,0.26478,0.14533,0.039372,0.16599,1.3601,0.02707,1.3389,0.021927,0.091811,0.085567,0.14431,0.88828,3.8649,4.1757,0.3884,0.47535,0.57737,-408.93,6.4786,0
0.011282,0.16923,0.0,20.717,4.909,0.53402,0.83077,0.12533,0.083627,0.26389,5.909,0.021127,0.0,0.021127,0.011282,0.011282,0.26389,2.6552,3.9299,3.0451,0.90998,1.3081,0.090022,610.0,0.63704,0
0.21503,0.43269,0.46192,9.0934,1.1798,1.1738,0.51051,0.68082,0.161,0.62544,2.3111,0.15415,0.98721,0.12793,0.47768,0.51051,0.52357,1.6642,4.9872,0.5508,0.56261,1.1009,0.38059,39960.0,8.0869,0
-0.036877,0.90748,0.0,-111.39,0.10195,1.3046,0.092517,-0.044809,-0.026696,-0.038379,1.1019,-0.030498,0.0,-0.028267,-0.039789,-0.036877,-0.035171,-7.5333,3.9673,1.4636,0.092625,0.53892,0.88797,399.0,18.905,0
0.1952,0.6619,0.14116,66.475,0.51081,1.8331,0.3381,0.38943,0.12767,0.35357,1.5108,0.10649,1.5274,0.10649,0.251,0.33635,0.35357,13.642,3.7566,2.4507,0.49877,1.5881,0.50123,2054.2,13.19,0
0.13765,0.53442,0.16477,-40.945,0.85821,1.0824,0.45865,0.28061,0.10007,0.33635,1.8712,0.076625,1.3118,0.076625,0.17789,0.45865,0.33635,0.96313,4.0724,0.29909,0.50255,0.6418,0.49052,-258.18,3.3809,0
0.067388,1.0239,-0.23825,25.675,-0.023307,1.0605,-0.023863,0.1466,0.081574,0.084495,0.97669,0.063542,1.309,0.063542,0.074768,-0.030271,0.084495,-4.9774,4.1018,1.1895,0.44215,1.4656,0.45967,3442.0,3.9567,0
0.19837,0.073035,0.064636,115.4,12.477,0.91572,0.91128,4.2204,0.31311,3.9258,13.692,0.27414,1.1422,0.21663,0.75985,0.89795,3.2047,34.724,4.6533,6.6584,0.92483,6.2607,0.059481,10.582,2.471,0
0.051312,0.19444,0.062477,16.372,4.143,1.0253,0.80556,0.33244,0.069899,0.58907,5.143,0.037665,0.99937,0.031314,0.076605,0.80556,0.53554,0.25672,4.214,0.21101,0.81435,1.3839,0.18565,7052.2,4.2733,0
0.041644,0.35049,-0.029018,7.0702,1.8532,1.1593,0.64951,0.23433,0.083124,0.27495,2.8532,0.044138,1.2936,0.035921,0.087949,0.12028,0.24777,2.6857,5.1628,2.5458,0.77183,1.1445,0.21837,2.476,2.5239,0
0.056234,0.81338,0.056234,-66.089,0.20007,1.0111,0.16273,0.091795,0.084512,0.15288,1.2294,0.04424,0.0,0.038219,0.065092,0.16273,0.14198,0.25316,4.1732,0.045293,0.26701,0.63925,0.7091,-2061.0,3.4281,0
0.002788,0.72022,0.064257,17.062,0.34813,1.0151,0.25073,0.029646,0.059391,0.091087,1.3885,0.004575,0.99191,0.002524,0.086033,0.25073,0.087942,0.13728,4.568,0.020742,0.80048,1.2916,0.17047,8800.3,1.8672,0
0.003308,0.89653,-0.05468,-70.308,0.095949,1.0357,0.086021,0.014867,0.03695,0.050838,1.1154,0.005271,1.1548,0.002682,-0.057824,0.086021,0.047276,0.298,5.084,0.039587,0.54526,0.52158,0.43729,13886.0,2.7518,0
0.25471,0.60883,0.0,-24.041,0.6425,1.7079,0.39117,0.60947,0.16468,0.46195,1.6425,0.14914,1.3116,0.14914,0.41673,0.10635,0.46195,13.714,3.7829,2.3904,0.58079,0.77661,0.41792,627.82,3.5686,0
0.11426,0.19557,0.31256,18.016,3.2659,1.1621,0.63872,0.84915,0.18332,1.0824,5.1132,0.12882,1.3355,0.098949,0.34114,0.63872,0.90598,1.5877,4.3944,0.80669,0.65911,1.2704,0.17518,7119.0,2.1474,0
0.14346,0.4256,0.36068,27.654,1.1598,1.1414,0.49361,0.87147,0.15182,0.5026,2.3496,0.12184,1.3126,0.10182,0.44124,0.49361,0.43632,1.4961,4.6964,0.43393,0.72222,1.4989,0.19699,17736.0,3.1573,0
0.061551,0.17225,0.2266,18.868,4.2049,1.1706,0.72428,0.71721,0.21434,0.9451,5.8056,0.10923,0.97455,0.081042,0.30189,0.72428,0.82079,1.5334,4.4739,0.57763,0.78085,2.0891,0.11567,10488.0,1.4274,0
0.033846,0.82541,-0.007002,37.832,0.21152,1.3217,0.17459,0.15901,0.058488,0.093658,1.2115,0.026624,1.0333,0.025607,-0.042278,0.082003,0.092029,-2.6152,3.7263,1.6301,0.77835,1.8397,0.22131,2410.2,4.0537,0
0.1184,0.81892,0.0,-43.355,0.22112,2.2835,0.18108,0.16422,0.071826,0.20029,1.2211,0.051851,1.2532,0.051851,0.23288,0.1184,0.20029,3.6982,3.708,2.6024,0.27902,0.73955,0.72098,374.65,11.105,0
0.073681,0.9224,0.59756,-17.306,-0.37733,1.1529,-0.34805,0.31993,0.078308,0.12364,1.0841,0.052434,1.0563,0.050593,0.6097,-0.34805,0.12073,1.1706,4.7921,0.16031,0.33567,0.87862,0.23868,19976.0,3.3181,0
-0.023104,0.85593,0.000801,-197.59,0.16832,0.97759,0.14407,-0.03994,0.015821,0.018608,1.1683,-0.02734,0.79231,-0.022949,0.005298,0.14407,0.023772,-0.073517,4.4545,-0.008845,0.31087,0.21544,0.68913,-5650.2,1.9767,0
0.011609,0.83213,0.0,-94.095,0.20174,1.5487,0.16787,0.062404,0.076766,0.14287,1.2017,0.026079,1.0134,0.007496,0.065897,0.11943,0.10829,2.3326,3.7127,1.7774,0.35278,0.45343,0.64722,-1058.7,2.7758,0
-0.17648,1.2236,-0.059851,-98.822,-0.18275,2.7223,-0.22362,-0.13526,-0.036353,-0.080878,0.81725,-0.058095,0.56397,-0.064825,-0.10896,-0.23633,-0.09585,-7.8986,3.5948,2.6278,-0.16927,0.30709,1.1693,-2662.6,5.3631,0
0.12422,1.6208,0.15615,-780.79,-0.40456,1.3147,-0.65573,0.095667,0.25941,0.15657,0.61696,0.15546,1.376,0.12698,0.20746,-0.65573,0.13938,2.8675,4.4892,0.13164,-0.62455,0.13569,1.5897,-42138.0,1.26,0
0.057215,0.51239,0.0,-21.726,0.95165,3.1496,0.48761,0.15094,0.043903,0.26987,1.9516,0.023918,0.99084,0.018166,0.39101,0.45822,0.23451,2.8922,3.7871,5.8958,0.49669,0.66237,0.4991,819.99,8.5816,0
0.071029,0.76924,0.071029,-26.736,0.27887,1.0474,0.21452,0.11832,0.054148,0.1583,1.3,0.031584,0.0,0.031584,0.071029,0.21452,0.1583,0.48845,4.1074,0.13634,0.38345,0.7456,0.60032,-874.49,4.8056,0
0.34303,0.18121,0.68976,17.403,4.4523,1.2409,0.8068,2.756,0.21491,2.6667,5.5184,0.18946,1.2622,0.15256,0.8563,0.8068,2.2087,2.3991,4.1593,2.399,0.83343,1.5519,0.15458,6823.7,6.0348,0
0.067199,0.81263,0.067199,-101.98,0.22532,1.0412,0.1831,0.11684,0.0734,0.11726,1.2306,0.064621,0.0,0.051764,0.083889,0.1831,0.096717,0.40839,4.4639,0.062659,0.27776,0.5155,0.71797,-857.43,4.1675,0
0.089387,0.38697,0.17181,-24.161,1.4184,1.0824,0.54888,0.36242,0.099222,0.45455,2.5842,0.066233,1.2068,0.050422,0.22314,0.54888,0.38212,0.82813,4.0668,0.35049,0.61187,0.68412,0.32398,3010.0,4.2415,0
0.058872,0.82921,0.0,-41.71,0.20597,2.2172,0.17079,0.12598,0.057796,0.15454,1.206,0.035661,1.4235,0.026552,0.11515,0.16604,0.13018,3.2697,4.0222,2.5471,0.29664,0.63484,0.62761,108.77,6.124,0
-0.021085,0.9042,-0.16829,-139.37,0.10596,1.0131,0.095804,0.033936,0.044017,0.030349,1.106,0.044017,1.3108,-0.033822,0.037356,0.095804,-0.023319,0.57917,5.1969,0.039416,0.19138,0.70539,0.80862,-20474.0,1.9393,0
0.14643,0.91026,-0.37427,-14.762,0.098592,2.3607,0.089744,0.1639,0.072848,0.18892,1.0986,0.063123,0.67233,0.062028,-0.040505,-0.22785,0.18608,3.4222,3.4981,2.3955,0.090816,0.90473,0.90918,60.056,32.904,0
0.006003,0.73302,-0.49397,-1911.2,0.36421,0.12625,0.26698,0.018344,0.11521,0.019842,1.3642,0.074458,0.0,0.047548,0.0094,0.25355,0.015207,1.5494,4.5469,0.13217,0.27036,0.056241,0.51244,-16956.0,0.1303,0
0.000894,0.18564,0.034799,-89.386,3.8275,0.98174,0.71053,0.009662,0.017321,0.035285,5.3868,0.004212,1.7572,0.002364,0.035525,0.71053,0.03152,0.020805,6.0608,0.004317,0.73132,0.53009,0.16485,3744.3,0.45458,0
-0.18591,0.27052,0.0,-40.318,2.6966,0.72171,0.72948,-1.0656,-0.18089,-0.48258,3.6966,-0.25717,0.49256,-0.25759,-0.041146,0.25536,-0.4837,-8.0948,4.3723,3.3671,0.74502,0.45453,0.17418,5617.2,1.2285,0
0.003886,0.69037,0.011648,-69.345,0.41436,1.0002,0.28606,0.004331,0.003795,0.005241,1.4485,0.002897,1.1553,0.004076,0.009238,0.28606,0.006869,0.14269,6.4701,0.019702,0.3387,0.77872,0.63772,88091.0,2.8679,0
0.074478,0.46044,0.21127,9.4689,1.0368,1.1227,0.47739,0.49799,0.12715,0.24415,2.1718,0.10318,1.3468,0.084241,0.24358,0.47739,0.20778,1.2482,6.3145,0.21349,0.75465,1.6285,0.18318,437630.0,1.4621,0
0.18292,0.25743,0.49463,17.67,2.7381,1.2355,0.70488,1.1606,0.24611,0.85142,3.8845,0.20653,1.3505,0.20539,0.49758,0.70488,0.84746,2.513,4.4868,0.70367,0.80383,1.2216,0.15849,9128.7,1.6373,0
0.047785,0.49915,0.15404,-15.939,0.94086,1.039,0.46963,0.16842,0.061982,0.18858,2.0034,0.039256,0.92693,0.031465,0.194,0.46963,0.16488,0.43852,4.1171,0.12842,0.61479,1.2746,0.35398,1762.9,2.9697,0
0.12536,0.49262,0.001119,-9.9404,1.0299,2.3479,0.50738,0.44033,0.068002,0.3241,2.0299,0.053395,1.5226,0.053395,0.1409,0.46611,0.3241,0.0,4.5693,3.8645,0.54226,0.82739,0.28471,12858.0,6.3685,0
0.04097,0.62997,0.16394,-60.077,0.58738,1.0565,0.37003,0.088286,0.072247,0.10434,1.5874,0.04503,1.2544,0.04503,0.16394,0.37003,0.10434,0.59772,4.4188,0.081708,0.53594,0.69941,0.46406,-457.67,1.6441,0
-0.001993,0.40641,0.1849,-51.282,1.3034,0.95225,0.5297,-0.001548,0.079891,0.18438,2.4605,-0.000384,0.96834,-0.002125,0.23459,0.5297,0.18036,-0.2407,4.5521,-0.058338,0.70335,0.45862,0.23276,3238.4,1.3867,0
0.074002,0.88288,-0.018369,-70.93,0.13265,1.5616,0.11712,0.10082,0.054256,0.095968,1.1327,0.047387,0.0,0.047387,0.074002,0.056191,0.095968,2.2391,4.2152,1.6532,0.26597,0.62018,0.73403,-2358.2,3.8122,0
-0.035981,0.93897,-0.84239,-79.912,0.064992,2.4415,0.061026,-0.040407,0.008476,0.022038,1.065,-0.014738,1.0499,-0.014738,-0.042463,-0.5835,0.022038,0.16674,5.1293,2.5943,0.080509,0.45665,0.89047,-42238.0,5.7697,0
0.073691,0.57081,0.23545,-7.5028,0.63026,1.0341,0.35976,0.1635,0.062294,0.23192,1.7519,0.043281,1.0205,0.034677,0.29365,0.35976,0.19988,0.52355,4.3447,0.18849,0.36802,0.94149,0.56255,3388.1,7.4758,0
0.083462,0.37673,0.2975,48.276,1.5141,1.1097,0.57043,0.44195,0.10148,0.36656,2.6544,0.077307,1.159,0.06133,0.36825,0.57043,0.30885,1.123,4.3263,0.36556,0.70911,1.6783,0.23805,6721.2,3.0591,0
0.008348,0.57595,0.008348,-31.17,0.68593,1.0026,0.39506,0.030718,0.045041,0.14557,1.7363,0.007188,0.0,0.004485,0.013379,0.39506,0.13683,0.13432,4.4618,0.043299,0.53548,0.65545,0.43554,-995.59,3.1083,0
0.004589,0.75298,0.046424,-90.911,0.28512,1.0181,0.21469,0.013425,0.027199,0.054522,1.3281,0.006684,1.4652,0.00304,0.061283,0.21469,0.04722,0.18688,4.7049,0.036796,0.21625,0.5129,0.75142,-6325.6,4.0424,0
0.041558,0.63237,0.14243,13.602,0.45947,1.0269,0.29056,0.084383,0.038487,0.10216,1.5814,0.031568,1.1992,0.024758,0.1888,0.29056,0.084083,0.24704,4.4189,0.063856,0.29497,1.0989,0.62796,8189.2,28.011,0
0.070668,0.89678,0.0,-89.606,0.1151,1.1799,0.10322,0.10699,0.087747,0.11545,1.1151,0.076424,1.0056,0.059895,0.099703,0.076652,0.093699,4.5655,4.2747,1.2095,0.1572,0.68362,0.8428,-948.23,5.684,0
0.008085,0.80844,0.023839,-28.609,0.18929,1.0165,0.15303,0.020387,0.021127,0.068767,1.237,0.005538,1.0968,0.003073,0.035949,0.15303,0.060742,0.16291,4.352,0.052166,0.24665,0.86373,0.71482,1006.7,10.945,0
0.008527,0.10983,0.035001,-92.527,7.4845,1.0354,0.82204,0.091494,0.12232,0.31502,9.1048,0.030325,1.0661,0.030144,0.03573,0.82204,0.31455,0.57539,5.3803,0.14312,0.83812,1.0812,0.093751,15573.0,0.33618,0
0.095619,0.71389,0.095619,35.357,0.34675,1.0737,0.24754,0.74484,0.33914,0.24402,1.4008,0.22819,0.0,0.18616,0.11721,0.24754,0.21377,0.99401,4.4192,0.066612,0.80407,1.2817,0.15736,4227.1,0.75357,0
0.071108,0.87424,-0.075663,-47.002,0.14386,1.9623,0.12576,0.12302,0.065726,0.14753,1.1439,0.036237,0.80993,0.036237,0.18593,-0.004554,0.14753,0.0,3.7743,1.7681,0.22175,0.86118,0.57804,1973.4,21.771,0
0.093159,0.33623,0.074625,44.691,1.9742,1.4105,0.66377,0.68708,0.1391,0.58352,2.9742,0.082525,1.068,0.066049,0.20899,0.59238,0.5144,5.5943,4.2799,3.7887,0.70084,1.9034,0.16941,8340.0,3.591,0
0.013517,0.82221,-0.5171,-106.33,0.21623,1.5792,0.17779,0.018336,0.054204,0.10411,1.2162,0.008559,1.506,0.008559,-0.13397,-0.041655,0.10411,1.8337,3.6587,1.8899,0.26117,0.4067,0.7372,-698.16,3.7961,0
-0.036559,0.65878,-0.008354,-177.61,0.51796,0.51014,0.34122,-0.070199,-0.02603,-0.020157,1.518,-0.071665,0.0,-0.071665,-0.036559,-0.044913,-0.020157,-13.816,5.2361,0.85562,0.47235,0.54761,0.52079,-15525.0,0.89601,0
0.61221,0.50369,0.0,76.586,0.98534,2.244,0.49631,1.9859,0.28686,1.278,1.9853,0.27283,1.4997,0.27283,0.86803,0.43579,1.278,31.272,3.5192,3.171,0.67549,2.1358,0.30828,1296.2,7.4913,0
0.008668,0.52686,0.039945,11.121,0.6401,1.015,0.33725,0.039169,0.0218,0.12964,1.898,0.005951,1.0,0.002766,0.075724,0.33725,0.1107,0.073639,4.4524,0.043145,0.38806,1.3625,0.47605,6550.2,10.7,0
0.13003,0.50035,0.17196,4.6182,0.8412,1.0899,0.42089,0.33563,0.092865,0.38093,1.9986,0.081396,1.5013,0.063356,0.15364,0.42089,0.30693,0.89183,4.1964,0.33566,0.4235,1.1297,0.49774,5209.0,12.011,0
0.25311,0.3755,0.0,74.625,1.6631,1.8465,0.6245,1.6127,0.1891,0.92989,2.6631,0.16972,0.0,0.13708,0.31339,0.58213,0.76937,68.018,3.6034,4.0794,0.80568,2.6289,0.19432,1622.5,4.6011,0
0.12661,0.53626,0.0,-63.01,0.86476,1.5046,0.46374,0.37736,0.14636,0.41064,1.8648,0.10457,0.0,0.084145,0.15735,0.45019,0.35332,4.7741,3.567,2.4306,0.58304,0.51022,0.41696,-208.52,2.3526,0
0.015913,0.33677,0.30637,-6.4335,1.7223,1.0095,0.58003,0.07526,0.072011,0.28857,2.9694,0.015482,0.82161,0.011792,0.38102,0.58003,0.27378,0.21629,4.1466,0.085858,0.63919,0.93531,0.27761,1567.1,2.2103,0
0.10055,0.62543,0.0,-42.993,0.59891,2.3315,0.37457,0.17484,0.059394,0.22141,1.5989,0.043125,1.1812,0.043125,0.17462,0.12883,0.22141,12.144,3.9012,3.6105,0.4245,0.54658,0.57509,-721.51,4.5228,0
0.25491,0.43174,0.0,29.673,1.3162,2.9061,0.56826,0.90422,0.12176,0.81956,2.3162,0.10708,1.2523,0.087715,0.38487,0.21986,0.68924,14.075,3.305,6.0837,0.60866,1.6373,0.34413,914.87,14.344,0
0.060369,0.75742,0.18275,-52.139,0.30112,1.0495,0.22807,0.10741,0.066122,0.13641,1.3203,0.039387,1.0878,0.038634,0.18493,0.22807,0.13486,0.56224,4.7528,0.11052,0.41252,0.77732,0.57298,-5126.7,3.0189,0
0.17903,0.43113,0.49854,-7.5859,1.2916,1.1375,0.55683,0.43016,0.12987,0.47848,2.3195,0.11271,1.0223,0.11271,0.49854,0.55683,0.47848,1.4227,4.3275,0.46081,0.57178,0.94469,0.41619,7443.7,6.7979,0
0.054336,0.54923,0.17549,15.048,0.81997,1.0401,0.45035,0.12732,0.045976,0.16956,1.8207,0.03407,0.97299,0.026824,0.21886,0.45035,0.14284,0.38961,4.2317,0.13815,0.45754,1.1566,0.54204,4061.1,9.2176,0
0.24735,0.20546,0.72522,98.43,3.7751,1.1905,0.77566,1.5096,0.17711,1.6456,4.867,0.16113,1.3028,0.12957,0.89993,0.77566,1.3523,1.8752,4.3192,1.4636,0.77735,3.1324,0.20377,12923.0,10.813,0
0.378,0.57256,0.0,634.11,0.74654,1.2602,0.42744,2.4498,0.44751,0.98498,1.7465,0.29995,1.421,0.29995,0.72421,0.4273,0.98498,0.0,3.8414,0.56916,0.8457,2.6195,0.1543,2203.5,2.3856,0
0.049477,0.80436,0.0,-18.818,0.24323,2.5766,0.19564,0.10019,0.021865,0.070042,1.2432,0.019202,1.445,0.019202,0.085636,0.15014,0.070042,0.0,4.115,2.6372,0.29822,0.79235,0.49385,202.07,5.2515,0
0.31582,0.49768,0.0,59.796,1.0093,2.0942,0.50232,1.2544,0.2128,0.89543,2.0093,0.19314,0.0,0.15081,0.40446,0.48068,0.71732,31.028,3.3637,3.3809,0.66314,1.8852,0.32244,663.68,5.3658,0
0.22765,0.38203,0.0,26.342,1.6176,2.117,0.61797,1.1493,0.17235,0.9551,2.6176,0.14341,1.2182,0.10753,0.64626,0.28737,0.75631,30.135,3.7098,4.7922,0.73584,1.4901,0.26416,845.2,3.7077,0
0.001057,0.97932,-0.016204,-12.834,-0.15091,1.002,-0.14779,0.005851,0.009349,0.029132,1.0211,0.00178,1.5442,0.000346,-0.007185,-0.14779,0.024664,0.008852,4.3224,0.002753,-0.096958,0.90809,0.9285,-950.88,26.135,0
0.007288,0.45601,-0.28106,-37.11,1.1929,1.3168,0.54399,0.019872,0.15613,0.45086,2.1929,0.005535,1.1964,0.005535,0.009284,-0.014041,0.45086,0.0,4.664,1.9619,0.61925,0.82475,0.36676,12709.0,3.6808,0
0.036757,0.4332,0.0,-91.231,1.3084,1.1172,0.5668,0.11512,0.057869,0.14924,2.3084,0.0329,0.91753,0.0329,0.095624,0.41469,0.14924,0.0,4.5799,1.8685,0.65542,0.39037,0.3193,21.657,1.6427,0
0.097385,0.4081,0.31821,-6.5849,1.4263,1.1001,0.58207,0.42228,0.12092,0.56994,2.4504,0.082429,1.0718,0.05063,0.43849,0.58207,0.42007,1.0228,4.221,0.43822,0.61471,0.92254,0.37546,1122.7,3.453,0
0.19702,0.43385,0.26231,88.698,1.305,0.99513,0.56615,0.78829,0.26978,0.61881,2.305,0.24216,0.0,0.19799,0.24098,0.55899,0.51749,12.292,3.8441,1.7512,0.6807,1.5958,0.3057,2196.0,2.6197,0
0.33264,0.32314,0.50432,410.55,2.0946,2.7397,0.67686,1.3776,0.48048,4.0736,3.0946,0.12141,0.0,0.12141,0.33264,0.67631,4.0736,0.0,3.5629,3.8664,0.72924,2.2642,0.24147,1939.1,12.013,0
-0.047285,1.0614,-0.056648,-106.33,-0.057887,1.3794,-0.061444,-0.09071,0.015696,0.020398,0.94211,-0.042668,0.0,-0.034279,-0.058857,-0.069942,0.0313,-1.8193,3.7697,1.386,0.34401,0.38317,0.64884,-1184.9,2.4965,0
0.2153,0.31144,0.0,64.962,2.2109,1.5237,0.68857,1.8785,0.21722,1.0627,3.2109,0.17148,1.2325,0.1413,0.44278,0.68448,0.91507,11.174,4.0881,4.071,0.7326,2.5647,0.13909,4637.2,2.8927,0
0.080956,0.18348,0.23688,31.869,4.3002,1.1113,0.78898,0.57818,0.12482,0.7739,5.4503,0.089468,1.0183,0.071167,0.29506,0.78898,0.66044,1.0658,4.4935,0.59459,0.79643,1.8314,0.17602,8445.6,2.0575,0
0.17324,0.29784,0.29291,30.748,2.3575,1.1938,0.70216,0.97762,0.19592,0.84994,3.3575,0.16717,1.4883,0.13408,0.36747,0.70216,0.70636,1.9362,4.2821,0.70361,0.77905,1.4559,0.22095,5752.1,2.6996,0
0.01849,0.39687,-0.15435,-19.376,1.5197,1.041,0.60313,0.024633,0.043415,0.12692,2.5197,0.00554,0.66569,0.015936,-0.17049,0.60313,0.15732,0.16866,4.4835,0.047367,0.73904,0.80865,0.26096,-297.13,1.5495,0
0.36254,0.52816,0.0,66.17,0.89336,1.1733,0.47184,2.1858,0.35896,0.7974,1.8934,0.309,0.0,0.309,0.36254,0.35749,0.7974,12.048,3.7565,1.5459,0.8335,1.9127,0.16586,912.74,1.7401,0
0.23049,0.12008,0.48941,95.19,6.7351,1.2094,0.80872,3.2637,0.21806,2.8852,8.3281,0.18053,1.2157,0.14507,0.6129,0.80872,2.4161,2.1819,4.4625,2.3872,0.84091,4.7815,0.087882,14360.0,3.8097,0
0.12111,0.47783,0.20134,-95.041,1.0267,0.9979,0.4906,0.3597,0.15076,0.36419,2.0928,0.12165,1.1812,0.10492,0.24009,0.4906,0.32378,1.2336,4.1259,0.29862,0.57806,0.30396,0.39037,3790.5,3.5414,0
0.040184,0.31331,0.10398,-15.127,1.971,1.0231,0.61753,0.1307,0.061534,0.40904,3.1918,0.019295,0.96121,0.019295,0.14202,0.61753,0.40904,0.40328,4.0285,0.26202,0.62339,1.5124,0.30745,3822.6,6.2247,0
0.03873,0.34252,0.074676,26.674,1.9021,1.221,0.65151,0.42339,0.17862,0.16284,2.9196,0.15146,1.3166,0.12404,0.093939,0.65151,0.13784,2.2275,4.964,0.16631,0.88233,5.0689,0.1117,48182.0,0.85591,0
0.087998,0.40291,0.15662,-24.662,1.2578,1.0339,0.50678,0.30713,0.092617,0.5536,2.4819,0.045193,1.1126,0.036539,0.18983,0.50678,0.50188,0.52518,4.1251,0.30363,0.55532,0.58464,0.35437,463.06,3.9421,0
0.10208,0.55818,0.33164,-10.133,0.78543,1.0575,0.43842,0.33869,0.07264,0.27639,1.7915,0.062655,1.2986,0.048063,0.40938,0.43842,0.22087,0.66845,4.802,0.24052,0.60371,0.86886,0.3929,23657.0,9.0806,0
0.076507,0.84012,0.095793,-205.98,0.15795,1.011,0.1327,0.15991,0.16738,0.19208,1.1903,0.11201,1.9224,0.079353,0.12738,0.1327,0.1546,0.10344,5.0622,0.011742,0.29749,0.23929,0.67534,-41788.0,1.4038,0
0.23337,0.54914,0.0,-17.956,0.82103,2.4591,0.45086,0.7972,0.11212,0.50211,1.821,0.094898,0.0,0.094898,0.23337,0.40821,0.50211,15.439,3.6479,4.0291,0.62601,0.68441,0.29273,928.72,4.9347,0
0.008563,0.74504,0.0,-18.239,0.34221,1.3494,0.25496,0.039886,0.058068,0.10517,1.3422,0.013824,0.0,0.006346,0.018654,0.24504,0.091629,1.3974,3.7022,1.75,0.5279,0.96432,0.46768,264.03,2.8118,0
0.17036,0.79752,0.0,-2.6304,0.25389,1.2201,0.20248,0.58341,0.19132,0.29268,1.2539,0.13963,1.1644,0.13963,0.31163,0.17036,0.29268,9.2559,3.8352,1.2996,0.55322,0.99258,0.29201,1422.6,2.4397,0
0.15189,0.22506,0.15189,27.972,3.4007,1.1232,0.76537,0.97357,0.1315,1.1115,4.4433,0.10077,0.0,0.079845,0.1917,0.76537,0.93462,1.2127,4.0192,0.91261,0.79352,1.7015,0.1969,3646.8,4.1886,0
0.11265,0.38256,0.2568,-37.437,1.418,1.1098,0.54249,0.4027,0.10756,0.54726,2.614,0.073566,1.3112,0.057872,0.32189,0.54249,0.46741,0.95095,4.6612,0.43596,0.56946,0.54095,0.35559,4935.4,3.6266,0
0.026856,0.88604,0.037387,-67.883,0.084278,1.0162,0.074673,0.035043,0.039,0.068436,1.1286,0.016831,1.7466,0.017273,0.039879,0.074673,0.069212,0.19952,5.2381,0.034453,0.21398,0.65165,0.74672,5974.7,7.1078,0
0.1593,0.40041,0.28015,18.692,1.3443,1.1217,0.53828,0.51999,0.11564,0.57611,2.4974,0.09783,1.2301,0.079857,0.34552,0.53828,0.48657,1.201,4.1984,0.53344,0.56339,1.2457,0.37531,4123.4,5.4869,0
0.15671,0.42784,0.37279,27.78,1.3221,1.1587,0.56562,1.1198,0.16118,0.50688,2.3373,0.14481,1.0298,0.11648,0.47071,0.56562,0.41777,1.5842,4.1634,0.42997,0.81947,1.542,0.17399,9878.8,9.0923,0
